Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Amanda Davis,STU1781,dcooley@example.com,Male,Engineering,"['Arts', 'Writing']",['Mathematics'],['Photography'],Yes,"['region', 'building']","['Writing', 'Programming', 'Leadership']","['Podcasts', 'Tutorials']",Weekly
Maria Nguyen,STU1782,fcunningham@example.com,Other,Literature,"['Reading', 'Gaming', 'Music']",['Biology'],['Drama'],Yes,[],"['Design', 'Writing', 'Public Speaking']",['Podcasts'],Weekly
Gregory Garcia,STU1783,kevinhernandez@example.net,Other,Physics,"['Gaming', 'Arts']","['Engineering', 'Mathematics', 'Data Science']",['Volunteering'],Yes,[],"['Leadership', 'Public Speaking', 'Design']","['Tutorials', 'Videos']",Bi-weekly
Rhonda Huang,STU1784,ashley93@example.net,Male,Engineering,['Sports'],"['Physics', 'AI', 'Engineering']","['Debate', 'Drama']",No,"['finally', 'player']",['Programming'],['Tutorials'],Weekly
Matthew Mckenzie,STU1785,urogers@example.org,Other,Biology,['Sports'],"['Biology', 'Engineering']","['Sports Teams', 'Debate']",No,"['benefit', 'garden']",['Programming'],"['Tutorials', 'Videos']",Weekly
Clayton Roth,STU1786,burgessstephanie@example.net,Other,Mathematics,['Music'],['Physics'],['Photography'],Yes,[],"['Public Speaking', 'Event Planning']","['Podcasts', 'Tutorials']",Weekly
Benjamin Barron,STU1787,abarnett@example.com,Other,History,"['Travel', 'Arts']","['Literature', 'History', 'Mathematics']",['Photography'],No,"['do', 'stay']","['Writing', 'Event Planning']","['Podcasts', 'Events', 'Tutorials']",Bi-weekly
Sheila Jackson,STU1788,zryan@example.com,Female,Engineering,['Reading'],"['Engineering', 'Data Science', 'History']",['Volunteering'],Yes,[],"['Programming', 'Leadership', 'Event Planning']",['Tutorials'],Weekly
Sean Bradley,STU1789,amber23@example.com,Other,History,['Writing'],['Mathematics'],['Drama'],Yes,[],['Leadership'],"['Tutorials', 'Articles']",Bi-weekly
Paula French,STU1790,nelsoncaroline@example.com,Other,Computer Science,"['Science', 'Cooking']","['Mathematics', 'Engineering']","['Robotics', 'Drama', 'Volunteering']",Yes,[],['Public Speaking'],['Podcasts'],Monthly
Gail Curry,STU1791,lindsaygrant@example.net,Other,History,['Gaming'],"['Engineering', 'AI']","['Debate', 'Photography', 'Volunteering']",Yes,[],"['Leadership', 'Public Speaking']","['Tutorials', 'Articles', 'Events']",Bi-weekly
Ashley Avila,STU1792,michael93@example.org,Female,Literature,"['Sports', 'Science', 'Writing']","['AI', 'History']","['Music Band', 'Robotics']",No,"['sing', 'remember']","['Design', 'Event Planning']",['Events'],Bi-weekly
Jerry Hamilton,STU1793,austin13@example.net,Male,Biology,"['Gaming', 'Music', 'Sports']",['AI'],['Robotics'],Yes,[],['Design'],"['Videos', 'Podcasts']",Bi-weekly
Jacqueline Valdez,STU1794,melliott@example.net,Male,Literature,"['Gaming', 'Arts']","['Biology', 'Data Science']",['Sports Teams'],Yes,[],['Programming'],"['Articles', 'Tutorials', 'Podcasts']",Bi-weekly
Jessica Lewis,STU1795,sheila93@example.com,Male,Computer Science,"['Reading', 'Gaming', 'Arts']",['Data Science'],"['Drama', 'Sports Teams', 'Volunteering']",Yes,[],"['Writing', 'Public Speaking']","['Tutorials', 'Podcasts']",Weekly
David Johnson,STU1796,lwalker@example.org,Female,Mathematics,['Reading'],"['Data Science', 'Engineering', 'AI']","['Photography', 'Sports Teams', 'Volunteering']",Yes,[],['Writing'],"['Podcasts', 'Tutorials', 'Articles']",Monthly
Brittney Jensen,STU1797,richard41@example.com,Female,Biology,"['Gaming', 'Music']","['History', 'Biology']","['Robotics', 'Debate', 'Drama']",Yes,[],"['Event Planning', 'Design', 'Programming']","['Events', 'Articles']",Monthly
Sylvia Reyes,STU1798,scampbell@example.net,Female,Mathematics,['Science'],"['Mathematics', 'Literature']",['Drama'],No,[],['Leadership'],"['Articles', 'Videos', 'Podcasts']",Monthly
Annette Morris,STU1799,valenzuelakimberly@example.org,Male,Biology,"['Writing', 'Travel', 'Reading']",['Biology'],['Drama'],Yes,"['able', 'discover']","['Writing', 'Event Planning']","['Podcasts', 'Tutorials', 'Videos']",Monthly
Gabriel Hanson,STU1800,robert96@example.com,Female,Engineering,"['Travel', 'Arts', 'Cooking']",['History'],"['Volunteering', 'Drama', 'Robotics']",No,"['suffer', 'for']",['Design'],"['Tutorials', 'Videos', 'Articles']",Weekly
Alejandro Alvarado,STU1801,james60@example.org,Male,Biology,"['Gaming', 'Sports']","['Physics', 'Literature', 'Engineering']","['Sports Teams', 'Music Band']",Yes,"['attorney', 'leg']","['Event Planning', 'Programming', 'Writing']","['Podcasts', 'Articles', 'Tutorials']",Weekly
Tony Barrera,STU1802,keithroberts@example.org,Other,Literature,['Technology'],"['Data Science', 'Physics', 'Engineering']",['Photography'],Yes,"['Mr', 'discuss']",['Leadership'],"['Events', 'Videos']",Bi-weekly
Katherine Moody,STU1803,jameskari@example.org,Female,Physics,['Science'],"['Mathematics', 'History', 'Literature']","['Sports Teams', 'Debate']",Yes,[],"['Writing', 'Event Planning', 'Leadership']","['Podcasts', 'Articles']",Monthly
Elizabeth Harris,STU1804,cummingsjohn@example.com,Other,Biology,['Technology'],"['Engineering', 'Biology']","['Drama', 'Robotics']",No,"['rather', 'hotel']",['Design'],"['Videos', 'Podcasts']",Weekly
Amber Hall,STU1805,william68@example.org,Female,Literature,"['Reading', 'Science']",['AI'],['Photography'],No,"['cultural', 'benefit']","['Public Speaking', 'Programming', 'Leadership']","['Tutorials', 'Videos']",Monthly
Kathleen Orozco,STU1806,jwilliams@example.com,Male,Biology,['Technology'],['AI'],"['Music Band', 'Robotics']",No,[],"['Public Speaking', 'Leadership']",['Videos'],Weekly
Kathleen Allen DDS,STU1807,charlesrivera@example.com,Male,Physics,['Gaming'],['Physics'],['Drama'],No,"['but', 'investment']","['Design', 'Leadership', 'Event Planning']","['Events', 'Tutorials']",Weekly
Richard Romero,STU1808,deanna04@example.net,Other,Literature,"['Travel', 'Technology', 'Science']","['History', 'Physics', 'Biology']","['Sports Teams', 'Music Band', 'Volunteering']",Yes,[],['Programming'],['Articles'],Bi-weekly
Rebecca Bell,STU1809,nsmith@example.com,Female,History,"['Science', 'Reading']","['History', 'Mathematics', 'Biology']","['Music Band', 'Volunteering']",No,[],"['Design', 'Writing']","['Events', 'Podcasts']",Weekly
Tracy Adams,STU1810,timothy04@example.net,Male,Biology,"['Sports', 'Science', 'Reading']",['Biology'],['Drama'],Yes,[],"['Leadership', 'Programming']","['Articles', 'Videos', 'Podcasts']",Bi-weekly
Elizabeth Long,STU1811,robertmoore@example.com,Female,Physics,['Sports'],['Engineering'],['Photography'],No,[],"['Design', 'Writing']","['Events', 'Articles']",Weekly
John Buchanan,STU1812,ericvelasquez@example.com,Female,Physics,"['Gaming', 'Science', 'Reading']","['AI', 'Engineering', 'Data Science']",['Music Band'],Yes,"['red', 'fund']",['Writing'],['Articles'],Monthly
Kristina Orozco,STU1813,fshelton@example.net,Female,Engineering,"['Technology', 'Cooking', 'Reading']",['Biology'],"['Music Band', 'Drama']",Yes,[],"['Programming', 'Public Speaking']","['Podcasts', 'Articles']",Weekly
Candace Vargas,STU1814,davidgomez@example.com,Other,Biology,['Arts'],"['Physics', 'Biology', 'History']","['Drama', 'Music Band']",No,[],['Design'],"['Podcasts', 'Videos', 'Tutorials']",Monthly
Rachel Huynh,STU1815,urodriguez@example.com,Female,Physics,"['Technology', 'Reading', 'Travel']","['Mathematics', 'Physics']",['Sports Teams'],Yes,"['crime', 'between']","['Design', 'Public Speaking']","['Podcasts', 'Videos', 'Events']",Bi-weekly
Lori Young,STU1816,richardsonaaron@example.net,Other,Mathematics,"['Writing', 'Sports']","['Data Science', 'History']","['Photography', 'Sports Teams']",Yes,"['floor', 'catch']","['Public Speaking', 'Programming']","['Articles', 'Podcasts', 'Events']",Monthly
Vicki Rodriguez,STU1817,xortiz@example.net,Male,Physics,"['Gaming', 'Technology']","['History', 'Mathematics', 'Literature']","['Sports Teams', 'Music Band']",Yes,[],"['Writing', 'Programming', 'Public Speaking']","['Podcasts', 'Events']",Weekly
Dakota Lopez,STU1818,rgreen@example.net,Other,Biology,['Sports'],"['Data Science', 'Literature', 'History']","['Debate', 'Photography']",Yes,[],"['Public Speaking', 'Leadership', 'Programming']","['Videos', 'Events', 'Tutorials']",Monthly
Joshua Burnett,STU1819,benjamin67@example.net,Other,Mathematics,['Science'],"['AI', 'Literature', 'Physics']",['Drama'],No,[],"['Programming', 'Design', 'Leadership']",['Articles'],Bi-weekly
Roger Johnson,STU1820,nancymiller@example.com,Female,Literature,"['Arts', 'Technology', 'Gaming']",['History'],"['Sports Teams', 'Drama', 'Volunteering']",No,"['finish', 'create']","['Programming', 'Leadership', 'Writing']",['Videos'],Weekly
Jackie Cox,STU1821,erin28@example.net,Female,History,"['Arts', 'Technology']",['Biology'],['Volunteering'],No,[],['Programming'],['Tutorials'],Weekly
Jacqueline Smith,STU1822,richardriddle@example.org,Other,Computer Science,['Science'],['Engineering'],"['Volunteering', 'Photography']",Yes,[],['Programming'],"['Podcasts', 'Events', 'Videos']",Bi-weekly
Dave Johnson,STU1823,cperez@example.org,Other,Biology,"['Arts', 'Reading']","['Mathematics', 'AI', 'Data Science']",['Volunteering'],No,[],"['Public Speaking', 'Writing', 'Event Planning']","['Events', 'Articles']",Bi-weekly
Michael Reese,STU1824,rli@example.org,Female,Computer Science,"['Science', 'Cooking', 'Gaming']","['Literature', 'Biology']","['Robotics', 'Photography']",No,[],"['Public Speaking', 'Event Planning']","['Videos', 'Tutorials']",Bi-weekly
Michelle Riley,STU1825,stevenblanchard@example.com,Male,Engineering,"['Science', 'Sports']",['Engineering'],['Debate'],Yes,"['article', 'rate']","['Event Planning', 'Public Speaking']","['Articles', 'Videos']",Monthly
Jeremy Parks,STU1826,millersamantha@example.org,Female,Biology,"['Gaming', 'Writing']","['Biology', 'History', 'Data Science']","['Photography', 'Volunteering', 'Music Band']",No,"['successful', 'marriage']",['Writing'],['Tutorials'],Bi-weekly
Sandra Snyder,STU1827,trevordavenport@example.com,Female,Engineering,"['Cooking', 'Gaming']","['Biology', 'Literature', 'AI']","['Drama', 'Volunteering']",Yes,[],"['Leadership', 'Public Speaking']","['Podcasts', 'Events', 'Videos']",Bi-weekly
Melissa Hogan,STU1828,welchderek@example.com,Other,History,"['Reading', 'Travel', 'Cooking']","['Data Science', 'Literature']","['Volunteering', 'Robotics']",Yes,"['enjoy', 'despite']",['Leadership'],"['Videos', 'Podcasts']",Monthly
Robin Garcia,STU1829,kristinsoto@example.com,Male,Computer Science,"['Cooking', 'Travel']","['Literature', 'Data Science']","['Debate', 'Robotics', 'Photography']",No,"['provide', 'point']","['Writing', 'Event Planning', 'Leadership']","['Podcasts', 'Tutorials', 'Events']",Weekly
Ryan Dyer,STU1830,kimberly30@example.net,Other,Engineering,"['Cooking', 'Reading', 'Writing']","['AI', 'Engineering']","['Debate', 'Photography']",Yes,"['order', 'film']","['Programming', 'Design']",['Videos'],Weekly
Donald Alvarado,STU1831,ysampson@example.net,Other,Mathematics,"['Technology', 'Sports']","['Engineering', 'Mathematics']","['Photography', 'Sports Teams', 'Debate']",No,[],"['Public Speaking', 'Leadership']","['Podcasts', 'Tutorials', 'Events']",Weekly
Douglas Chen,STU1832,hdalton@example.com,Other,Physics,"['Cooking', 'Sports']",['Literature'],"['Volunteering', 'Drama']",No,[],['Event Planning'],"['Videos', 'Articles']",Weekly
Melinda Farmer,STU1833,brady70@example.com,Other,Mathematics,"['Cooking', 'Reading', 'Arts']","['AI', 'Data Science']","['Sports Teams', 'Volunteering']",Yes,[],['Public Speaking'],"['Events', 'Podcasts']",Weekly
Virginia Moreno,STU1834,austinrodriguez@example.com,Male,Computer Science,"['Travel', 'Cooking']","['AI', 'Engineering']","['Robotics', 'Debate', 'Sports Teams']",No,[],"['Event Planning', 'Programming', 'Public Speaking']","['Videos', 'Podcasts', 'Events']",Bi-weekly
Crystal Diaz,STU1835,richard98@example.net,Male,History,['Technology'],"['Engineering', 'Data Science', 'AI']",['Drama'],No,[],['Event Planning'],"['Tutorials', 'Events']",Monthly
David Dawson,STU1836,carl87@example.com,Other,Biology,"['Sports', 'Music']",['History'],"['Sports Teams', 'Photography', 'Debate']",Yes,[],"['Leadership', 'Design']","['Videos', 'Events']",Monthly
Hannah Pearson,STU1837,davidlee@example.org,Female,Physics,"['Science', 'Arts']",['History'],['Drama'],Yes,[],['Design'],"['Articles', 'Tutorials']",Weekly
Alfred Dorsey,STU1838,smithderrick@example.org,Female,Engineering,['Arts'],"['History', 'Literature']","['Sports Teams', 'Music Band']",No,"['parent', 'check']","['Leadership', 'Event Planning', 'Design']",['Tutorials'],Bi-weekly
David Jackson,STU1839,davisalexis@example.org,Other,Physics,['Cooking'],"['Data Science', 'Physics']","['Drama', 'Volunteering', 'Photography']",Yes,[],"['Programming', 'Design']","['Podcasts', 'Articles', 'Videos']",Bi-weekly
James Hicks,STU1840,ashleyarias@example.net,Other,Computer Science,['Arts'],"['AI', 'Physics', 'Data Science']","['Photography', 'Robotics']",Yes,[],['Design'],['Videos'],Monthly
Peter Lane,STU1841,mescobar@example.org,Female,Mathematics,"['Travel', 'Science', 'Reading']",['Engineering'],"['Sports Teams', 'Volunteering', 'Music Band']",Yes,"['evidence', 'manage']","['Programming', 'Design', 'Leadership']","['Podcasts', 'Events']",Weekly
Christine Mitchell,STU1842,mark45@example.org,Female,Engineering,['Writing'],"['AI', 'Physics', 'Mathematics']","['Volunteering', 'Sports Teams', 'Debate']",Yes,"['minute', 'investment']","['Event Planning', 'Programming', 'Leadership']",['Articles'],Monthly
Susan Williams,STU1843,lisaking@example.org,Male,Engineering,['Science'],['Literature'],['Sports Teams'],No,[],"['Public Speaking', 'Writing', 'Programming']",['Articles'],Monthly
Mark Nelson,STU1844,andregomez@example.com,Female,Computer Science,"['Cooking', 'Gaming']",['Physics'],"['Sports Teams', 'Photography', 'Drama']",No,"['senior', 'real']",['Design'],"['Tutorials', 'Podcasts']",Bi-weekly
James Beard,STU1845,rodneyramos@example.net,Female,History,"['Cooking', 'Sports']",['Data Science'],"['Debate', 'Music Band']",Yes,"['pick', 'treat']",['Writing'],"['Tutorials', 'Videos', 'Events']",Bi-weekly
Kristin Sutton,STU1846,lindajones@example.org,Male,Computer Science,['Science'],"['Biology', 'History']","['Music Band', 'Sports Teams', 'Drama']",Yes,[],"['Event Planning', 'Leadership', 'Programming']","['Videos', 'Events']",Monthly
Alicia Mason,STU1847,nguyenadam@example.com,Male,Literature,"['Writing', 'Sports', 'Arts']",['Engineering'],"['Debate', 'Drama']",Yes,[],['Leadership'],"['Events', 'Articles', 'Tutorials']",Bi-weekly
Deborah Harrison,STU1848,john67@example.net,Male,Computer Science,"['Gaming', 'Music']","['Data Science', 'History', 'Mathematics']","['Debate', 'Volunteering', 'Robotics']",Yes,[],"['Public Speaking', 'Event Planning', 'Writing']",['Podcasts'],Monthly
Christian Mitchell,STU1849,villadavid@example.net,Male,History,"['Arts', 'Cooking', 'Technology']","['Engineering', 'Biology', 'Literature']",['Photography'],No,[],"['Writing', 'Programming', 'Leadership']","['Podcasts', 'Videos', 'Tutorials']",Bi-weekly
Cheryl Hernandez,STU1850,jonathon58@example.net,Male,Biology,"['Writing', 'Arts']","['Biology', 'Data Science', 'AI']","['Robotics', 'Sports Teams']",No,"['treatment', 'trial']","['Writing', 'Programming', 'Leadership']",['Events'],Monthly
Jessica Clark,STU1851,oyoung@example.org,Other,Literature,"['Technology', 'Writing']","['AI', 'Engineering', 'Biology']",['Music Band'],No,[],"['Event Planning', 'Public Speaking']",['Podcasts'],Weekly
Mr. Derek Rios,STU1852,bowenthomas@example.org,Other,Literature,"['Arts', 'Sports']",['Engineering'],['Debate'],No,"['ability', 'these']","['Leadership', 'Event Planning', 'Programming']","['Videos', 'Articles', 'Podcasts']",Bi-weekly
Cynthia Marshall,STU1853,hernandezdavid@example.org,Female,Computer Science,['Technology'],"['Engineering', 'Literature']","['Music Band', 'Debate']",Yes,"['throughout', 'too']",['Leadership'],"['Articles', 'Tutorials', 'Events']",Monthly
Kevin Clark,STU1854,jonathanrasmussen@example.com,Female,Mathematics,"['Technology', 'Sports']","['Physics', 'Mathematics', 'Biology']","['Robotics', 'Volunteering', 'Music Band']",Yes,[],"['Writing', 'Design']","['Videos', 'Events', 'Podcasts']",Weekly
Joseph Johnston,STU1855,victor20@example.net,Other,Literature,['Arts'],"['Biology', 'Engineering', 'History']","['Music Band', 'Volunteering']",No,"['even', 'another']",['Public Speaking'],['Podcasts'],Weekly
Jerry Martin,STU1856,matthew64@example.com,Male,Mathematics,['Cooking'],"['Literature', 'Biology']",['Drama'],No,[],"['Design', 'Event Planning', 'Public Speaking']","['Podcasts', 'Articles']",Weekly
Paul Golden,STU1857,lindsey63@example.org,Other,Computer Science,['Travel'],"['Literature', 'History']",['Robotics'],No,"['agent', 'sound']","['Leadership', 'Programming']",['Articles'],Monthly
Nicole Rice,STU1858,carol70@example.net,Female,Mathematics,"['Gaming', 'Reading', 'Cooking']","['AI', 'Mathematics']",['Music Band'],Yes,"['thousand', 'team']","['Leadership', 'Public Speaking', 'Writing']","['Tutorials', 'Videos', 'Articles']",Bi-weekly
Amanda Watts,STU1859,greendonna@example.net,Other,Mathematics,"['Arts', 'Technology', 'Gaming']","['Mathematics', 'History', 'Literature']","['Drama', 'Robotics', 'Sports Teams']",No,[],"['Writing', 'Programming', 'Event Planning']",['Articles'],Bi-weekly
Brian Matthews,STU1860,morrisonmelissa@example.org,Male,Engineering,"['Gaming', 'Technology', 'Writing']",['Mathematics'],"['Sports Teams', 'Robotics']",Yes,"['happy', 'they']","['Programming', 'Design']","['Articles', 'Videos']",Weekly
Susan Nguyen,STU1861,nicholsonariel@example.com,Female,History,['Travel'],"['Physics', 'Biology']","['Debate', 'Volunteering']",No,"['not', 'arrive']","['Programming', 'Leadership', 'Event Planning']","['Videos', 'Podcasts']",Bi-weekly
Ann Hatfield,STU1862,david49@example.com,Male,Computer Science,['Sports'],"['AI', 'Mathematics', 'Data Science']","['Debate', 'Photography']",No,"['top', 'level']","['Event Planning', 'Leadership']","['Articles', 'Podcasts', 'Events']",Bi-weekly
Krystal Fleming,STU1863,shepherdchristy@example.net,Male,Physics,"['Writing', 'Gaming', 'Technology']",['AI'],['Robotics'],Yes,[],['Programming'],"['Podcasts', 'Videos']",Weekly
Paul Briggs,STU1864,mark53@example.org,Other,Literature,['Cooking'],['Physics'],['Music Band'],Yes,"['good', 'necessary']","['Public Speaking', 'Event Planning']",['Videos'],Weekly
William Lamb,STU1865,johnmartin@example.net,Male,History,['Travel'],"['Literature', 'Physics']","['Photography', 'Robotics']",Yes,[],"['Event Planning', 'Public Speaking']","['Podcasts', 'Events']",Monthly
Jonathan Ruiz,STU1866,olsonashley@example.org,Female,Engineering,"['Technology', 'Sports']","['Literature', 'Biology']",['Debate'],No,[],"['Design', 'Public Speaking']","['Events', 'Tutorials']",Weekly
Steven Wade,STU1867,wrightlinda@example.com,Male,Biology,"['Music', 'Gaming']",['AI'],['Volunteering'],No,[],"['Writing', 'Leadership']","['Events', 'Tutorials', 'Articles']",Weekly
Calvin Fitzgerald,STU1868,estradajennifer@example.net,Female,Physics,['Gaming'],"['AI', 'Biology']",['Volunteering'],Yes,"['sell', 'sure']","['Programming', 'Design']","['Videos', 'Events']",Weekly
Mark Carr,STU1869,anthonychristopher@example.net,Male,Computer Science,"['Writing', 'Reading', 'Music']",['AI'],"['Sports Teams', 'Debate']",No,"['response', 'food']",['Leadership'],['Videos'],Monthly
Amanda Martinez,STU1870,anthonyshirley@example.com,Female,Literature,"['Arts', 'Gaming']","['Data Science', 'Physics']","['Music Band', 'Photography', 'Robotics']",Yes,"['as', 'city']","['Design', 'Leadership']",['Tutorials'],Bi-weekly
Douglas Taylor,STU1871,jessica95@example.org,Other,Biology,"['Science', 'Gaming']","['Biology', 'Engineering', 'History']",['Sports Teams'],No,"['put', 'also']","['Programming', 'Leadership']",['Articles'],Bi-weekly
Michael Sharp,STU1872,evansdennis@example.org,Female,Mathematics,"['Sports', 'Technology', 'Music']",['Engineering'],"['Sports Teams', 'Robotics']",Yes,[],"['Event Planning', 'Design', 'Leadership']",['Videos'],Weekly
Margaret Huerta,STU1873,michael59@example.com,Female,Computer Science,['Cooking'],"['History', 'Mathematics']","['Drama', 'Photography']",Yes,"['including', 'approach']","['Writing', 'Public Speaking']","['Videos', 'Articles', 'Podcasts']",Bi-weekly
Aimee West,STU1874,ricemisty@example.net,Female,Engineering,"['Music', 'Cooking']","['Mathematics', 'Engineering', 'Literature']",['Sports Teams'],No,[],"['Leadership', 'Public Speaking']","['Tutorials', 'Videos']",Weekly
Cheryl Hatfield,STU1875,lauramorrow@example.com,Female,History,"['Sports', 'Arts']","['History', 'Engineering']","['Drama', 'Debate']",Yes,"['buy', 'land']","['Event Planning', 'Writing']","['Articles', 'Events', 'Tutorials']",Weekly
Mrs. Priscilla Pacheco,STU1876,isanchez@example.com,Male,Engineering,"['Science', 'Technology']","['Biology', 'Physics', 'Literature']","['Drama', 'Volunteering']",Yes,"['morning', 'letter']","['Public Speaking', 'Design', 'Leadership']","['Podcasts', 'Events']",Bi-weekly
Timothy Fleming,STU1877,christophertaylor@example.org,Female,Biology,"['Writing', 'Travel', 'Cooking']","['Mathematics', 'Physics']","['Drama', 'Volunteering']",No,[],"['Event Planning', 'Leadership', 'Programming']","['Videos', 'Podcasts']",Bi-weekly
Michelle Miller,STU1878,holmestyler@example.com,Male,Computer Science,"['Writing', 'Arts']",['Data Science'],"['Robotics', 'Music Band', 'Drama']",Yes,[],"['Design', 'Leadership']","['Podcasts', 'Tutorials']",Weekly
John Cooper,STU1879,rrogers@example.net,Male,History,"['Science', 'Reading', 'Writing']","['Data Science', 'Literature', 'Biology']","['Drama', 'Debate', 'Robotics']",No,"['reduce', 'line']",['Public Speaking'],"['Events', 'Tutorials']",Monthly
Michelle Jenkins,STU1880,blane@example.net,Male,Physics,"['Technology', 'Cooking']","['Data Science', 'History']","['Robotics', 'Volunteering']",Yes,[],['Writing'],['Podcasts'],Weekly
Kyle Carter,STU1881,stevenmckee@example.com,Other,History,"['Gaming', 'Writing', 'Music']","['AI', 'Literature', 'Engineering']","['Photography', 'Robotics', 'Music Band']",No,[],"['Event Planning', 'Public Speaking', 'Programming']","['Events', 'Articles', 'Podcasts']",Monthly
Calvin Meadows,STU1882,kellie81@example.com,Female,Biology,"['Science', 'Arts', 'Gaming']","['Literature', 'Data Science', 'Biology']","['Drama', 'Robotics', 'Sports Teams']",No,[],"['Event Planning', 'Design', 'Leadership']","['Articles', 'Events', 'Podcasts']",Monthly
Michelle Cunningham,STU1883,lorirobertson@example.com,Male,Engineering,"['Science', 'Sports']","['Mathematics', 'AI']","['Robotics', 'Debate']",No,[],"['Design', 'Public Speaking']","['Tutorials', 'Podcasts', 'Videos']",Monthly
Edward Glover,STU1884,emilyferguson@example.org,Female,History,['Gaming'],"['Biology', 'Mathematics']","['Debate', 'Volunteering']",Yes,"['item', 'name']","['Programming', 'Public Speaking']",['Podcasts'],Monthly
Mary Fernandez,STU1885,martin12@example.net,Female,History,['Science'],['History'],"['Sports Teams', 'Photography', 'Robotics']",Yes,[],"['Programming', 'Event Planning']",['Videos'],Bi-weekly
Abigail Brown DDS,STU1886,christinabradley@example.org,Other,Literature,['Writing'],"['Mathematics', 'Physics']",['Volunteering'],No,"['all', 'even']","['Design', 'Public Speaking']","['Events', 'Tutorials']",Bi-weekly
Teresa Berry,STU1887,kempabigail@example.net,Female,Engineering,['Arts'],['Engineering'],"['Photography', 'Volunteering']",No,"['blue', 'near']","['Programming', 'Public Speaking', 'Design']","['Podcasts', 'Videos', 'Tutorials']",Monthly
Brittany Schmidt,STU1888,amber07@example.com,Male,Literature,['Reading'],['Biology'],"['Music Band', 'Photography']",No,[],"['Public Speaking', 'Writing']","['Tutorials', 'Podcasts', 'Events']",Bi-weekly
Erin Peterson,STU1889,osolomon@example.com,Other,Engineering,"['Travel', 'Writing']",['History'],"['Robotics', 'Music Band', 'Sports Teams']",No,[],"['Event Planning', 'Writing', 'Leadership']","['Videos', 'Articles', 'Tutorials']",Weekly
Mark Roberts,STU1890,ghines@example.com,Female,Literature,"['Writing', 'Arts']",['AI'],"['Music Band', 'Photography']",Yes,"['possible', 'director']","['Programming', 'Design']",['Tutorials'],Monthly
Robert Sanders,STU1891,sullivanadam@example.com,Other,Literature,"['Writing', 'Technology', 'Sports']",['History'],"['Music Band', 'Photography', 'Drama']",Yes,"['condition', 'audience']",['Design'],"['Videos', 'Podcasts']",Weekly
Jason Gonzalez,STU1892,johnsonteresa@example.com,Other,History,"['Sports', 'Cooking']","['Data Science', 'Literature']","['Volunteering', 'Robotics']",No,"['with', 'box']",['Programming'],"['Articles', 'Podcasts', 'Videos']",Monthly
Joanne Miller,STU1893,qvillanueva@example.net,Other,Computer Science,['Gaming'],"['Biology', 'Physics', 'History']","['Robotics', 'Debate', 'Drama']",Yes,[],['Public Speaking'],"['Podcasts', 'Articles']",Monthly
Jill Dyer,STU1894,ngonzales@example.net,Other,Engineering,['Music'],['Biology'],['Drama'],Yes,[],"['Event Planning', 'Programming']","['Videos', 'Podcasts']",Monthly
Michael Ball,STU1895,dsmith@example.net,Other,History,['Technology'],['History'],"['Drama', 'Sports Teams', 'Debate']",Yes,"['woman', 'bring']","['Design', 'Public Speaking']",['Events'],Bi-weekly
Taylor Perez,STU1896,ghurley@example.net,Other,Engineering,"['Travel', 'Science']",['Literature'],"['Photography', 'Debate', 'Music Band']",No,[],"['Design', 'Programming']","['Videos', 'Tutorials']",Monthly
Dr. Tina Roberts,STU1897,fwagner@example.com,Other,Computer Science,['Science'],"['Biology', 'History', 'AI']","['Photography', 'Volunteering']",No,[],['Leadership'],['Articles'],Bi-weekly
Victor Malone,STU1898,timothy22@example.net,Other,History,['Travel'],"['History', 'Biology', 'Mathematics']",['Music Band'],Yes,[],['Public Speaking'],"['Events', 'Podcasts', 'Tutorials']",Bi-weekly
Allison Solis,STU1899,flemingdavid@example.net,Female,Computer Science,['Technology'],"['AI', 'Biology', 'Literature']","['Volunteering', 'Sports Teams']",Yes,[],['Design'],"['Tutorials', 'Podcasts', 'Videos']",Monthly
Melinda Bright,STU1900,lisa88@example.org,Female,Engineering,['Gaming'],['Physics'],['Drama'],No,[],['Public Speaking'],"['Videos', 'Tutorials']",Bi-weekly
Sean Harris,STU1901,cindy02@example.com,Female,Computer Science,['Reading'],"['Data Science', 'Physics']","['Sports Teams', 'Debate', 'Volunteering']",Yes,"['court', 'throughout']","['Leadership', 'Public Speaking']","['Podcasts', 'Articles']",Monthly
Lisa Lewis,STU1902,pgriffin@example.net,Other,Engineering,['Technology'],['Literature'],"['Debate', 'Photography']",Yes,"['you', 'together']","['Event Planning', 'Programming']","['Podcasts', 'Tutorials', 'Videos']",Monthly
Robert Miller,STU1903,allenclaire@example.org,Other,Engineering,"['Science', 'Technology']",['Literature'],['Sports Teams'],No,[],"['Leadership', 'Writing', 'Event Planning']","['Podcasts', 'Events', 'Videos']",Bi-weekly
Brian Sanford,STU1904,briankhan@example.net,Male,Engineering,['Technology'],"['Physics', 'Data Science', 'AI']",['Sports Teams'],Yes,"['shoulder', 'beautiful']","['Writing', 'Leadership', 'Programming']","['Events', 'Tutorials', 'Videos']",Weekly
Kelsey Dixon,STU1905,jessicabyrd@example.net,Male,Biology,"['Science', 'Cooking']",['Engineering'],['Drama'],No,[],['Event Planning'],['Articles'],Bi-weekly
